id,name,recvTime,NO2,O3,SO2,CO,CO2,PM10,PM25,PM1
10159,Gases-ZonaNortePolideportivo,2022-02-18T15:00:26.958Z,13.723955,132.15839,0,3.7684305,,,,
10160,Particulas-Oliver,2022-02-18T15:00:45.205Z,,,,,,5,3,2
10161,Particulas-GilAlbert,2022-02-18T15:00:46.528Z,,,,,,3,2,0
10162,Particulas-ZonaNortePolideportivo,2022-02-18T15:00:48.266Z,,,,,,44,35,15
10163,Particulas-CantoPinyo,2022-02-18T15:00:48.666Z,,,,,,13,9,2
10164,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:01:45.17Z,,,,,410,,,
10165,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:03:54.9Z,,,,,410,,,
10166,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:05:41.124Z,,,,,412,,,
10167,Gases-GilAlbert,2022-02-18T15:06:16.314Z,46.34976,16.776817,0,101.31044,,,,
10168,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:07:44.281Z,,,,,409,,,
10169,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:09:42.378Z,,,,,410,,,
10170,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:11:48.558Z,,,,,411,,,
10171,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:13:50.585Z,,,,,409,,,
10172,Particulas-Oliver,2022-02-18T15:15:45.64Z,,,,,,4,3,3
10173,Particulas-CantoPinyo,2022-02-18T15:15:47.937Z,,,,,,2,2,3
10174,Particulas-GilAlbert,2022-02-18T15:15:46.428Z,,,,,,2,2,1
10175,Particulas-ZonaNortePolideportivo,2022-02-18T15:15:48.769Z,,,,,,21,16,39
10176,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:15:51.249Z,,,,,407,,,
10177,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:17:52.677Z,,,,,408,,,
10178,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:19:52.815Z,,,,,410,,,
10179,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:21:53.589Z,,,,,409,,,
10180,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:23:58.4Z,,,,,406,,,
10181,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:25:56.863Z,,,,,406,,,
10182,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:27:58.878Z,,,,,408,,,
10183,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:30:09.593Z,,,,,410,,,
10184,Particulas-GilAlbert,2022-02-18T15:30:46.576Z,,,,,,3,3,7
10185,Particulas-ZonaNortePolideportivo,2022-02-18T15:30:47.764Z,,,,,,56,44,17
10186,Particulas-Oliver,2022-02-18T15:30:45.321Z,,,,,,6,4,5
10187,Particulas-CantoPinyo,2022-02-18T15:30:47.52Z,,,,,,6,5,2
10188,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:31:57.960Z,,,,,410,,,
10189,Gases-Oliver,2022-02-18T15:32:09.415Z,46.583767,0,0,168.18427,,,,
10190,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:34:00.48Z,,,,,408,,,
10191,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:35:58.586Z,,,,,405,,,
10192,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:38:00.64Z,,,,,406,,,
10193,Gases-PaisValencia,2022-02-18T15:38:16.320Z,0,139.90291,0,0,,,,
10194,Gases-PaisValencia,2022-02-18T15:38:16.862Z,7.566288,125.76313,0,0,,,,
10195,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:39:58.981Z,,,,,412,,,
10196,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:42:06.327Z,,,,,411,,,
10197,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:44:04.824Z,,,,,413,,,
10198,Particulas-Oliver,2022-02-18T15:45:46.706Z,,,,,,8,7,3
10199,Particulas-GilAlbert,2022-02-18T15:45:47.161Z,,,,,,12,11,3
10200,Particulas-ZonaNortePolideportivo,2022-02-18T15:45:47.658Z,,,,,,18,18,8
10201,Particulas-CantoPinyo,2022-02-18T15:45:51.583Z,,,,,,4,4,1
10202,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:45:57.895Z,,,,,414,,,
10203,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:48:00.253Z,,,,,414,,,
10204,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:49:59.805Z,,,,,416,,,
10205,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:51:58.989Z,,,,,417,,,
10206,Gases-CantoPinyo,2022-02-18T15:52:15.725Z,39.661552,43.244102,0,71.610756,,,,
10207,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:54:09.49Z,,,,,416,,,
10208,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:56:02.948Z,,,,,414,,,
10209,SondaCO2-ExteriorEduardoLatorre,2022-02-18T15:58:03.619Z,,,,,416,,,
10210,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:00:33.521Z,,,,,413,,,
10211,Particulas-GilAlbert,2022-02-18T16:00:46.415Z,,,,,,4,4,2
10212,Particulas-Oliver,2022-02-18T16:00:45.24Z,,,,,,6,5,2
10213,Particulas-ZonaNortePolideportivo,2022-02-18T16:00:46.920Z,,,,,,8,8,12
10214,Particulas-CantoPinyo,2022-02-18T16:00:47.747Z,,,,,,4,3,2
10215,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:02:11.654Z,,,,,411,,,
10216,Gases-ZonaNortePolideportivo,2022-02-18T16:02:15.968Z,18.2187,120.340195,0,44.72589,,,,
10217,Gases-ZonaNortePolideportivo,2022-02-18T16:02:16.422Z,27.20819,95.51897,0,43.390785,,,,
10218,Particulas-PaisValencia,2022-02-18T16:03:17.363Z,,,,,,4,2,3
10219,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:04:12.389Z,,,,,414,,,
10220,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:06:11.39Z,,,,,414,,,
10221,Gases-GilAlbert,2022-02-18T16:06:16.545Z,42.178272,31.554363,0,105.896935,,,,
10222,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:08:10.625Z,,,,,409,,,
10223,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:10:15.380Z,,,,,413,,,
10224,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:12:15.622Z,,,,,412,,,
10225,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:14:23.488Z,,,,,412,,,
10226,Particulas-Oliver,2022-02-18T16:15:45.146Z,,,,,,6,4,3
10227,Particulas-GilAlbert,2022-02-18T16:15:46.607Z,,,,,,4,4,5
10228,Particulas-ZonaNortePolideportivo,2022-02-18T16:15:46.928Z,,,,,,13,13,11
10229,Particulas-CantoPinyo,2022-02-18T16:15:48.211Z,,,,,,4,4,7
10230,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:16:16.763Z,,,,,411,,,
10231,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:18:17.889Z,,,,,412,,,
10232,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:20:18.346Z,,,,,413,,,
10233,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:22:17.769Z,,,,,417,,,
10234,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:24:26.49Z,,,,,418,,,
10235,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:26:17.15Z,,,,,415,,,
10236,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:28:18.444Z,,,,,417,,,
10237,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:30:18.548Z,,,,,418,,,
10238,Particulas-Oliver,2022-02-18T16:30:45.127Z,,,,,,6,4,5
10239,Particulas-GilAlbert,2022-02-18T16:30:46.350Z,,,,,,7,7,4
10240,Particulas-ZonaNortePolideportivo,2022-02-18T16:30:46.799Z,,,,,,12,12,14
10241,Particulas-CantoPinyo,2022-02-18T16:30:47.641Z,,,,,,14,13,1
10242,Gases-Oliver,2022-02-18T16:32:09.13Z,66.416466,46.086502,0,76.06885,,,,
10243,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:32:23.254Z,,,,,418,,,
10244,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:34:19.835Z,,,,,419,,,
10245,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:36:21.867Z,,,,,419,,,
10246,Gases-PaisValencia,2022-02-18T16:38:15.224Z,13.150265,113.67215,0,0,,,,
10247,Gases-PaisValencia,2022-02-18T16:38:15.715Z,37.3568,120.65856,0,0,,,,
10248,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:38:21.742Z,,,,,418,,,
10249,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:40:23.864Z,,,,,415,,,
10250,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:42:21.291Z,,,,,416,,,
10251,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:44:24.773Z,,,,,417,,,
10252,Particulas-Oliver,2022-02-18T16:45:45.41Z,,,,,,8,6,4
10253,Particulas-ZonaNortePolideportivo,2022-02-18T16:45:47.948Z,,,,,,21,16,6
10254,Particulas-CantoPinyo,2022-02-18T16:45:48.294Z,,,,,,4,4,4
10255,Particulas-GilAlbert,2022-02-18T16:45:47.563Z,,,,,,5,5,5
10256,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:46:24.827Z,,,,,417,,,
10257,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:48:25.299Z,,,,,413,,,
10258,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:50:23.747Z,,,,,410,,,
10259,Gases-CantoPinyo,2022-02-18T16:52:18.285Z,39.073486,52.16064,0,41.639076,,,,
10260,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:52:29.233Z,,,,,414,,,
10261,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:54:26.475Z,,,,,414,,,
10262,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:56:27.453Z,,,,,415,,,
10263,SondaCO2-ExteriorEduardoLatorre,2022-02-18T16:58:30.516Z,,,,,418,,,
10264,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:00:36.722Z,,,,,412,,,
10265,Particulas-Oliver,2022-02-18T17:00:45.199Z,,,,,,8,6,8
10266,Particulas-ZonaNortePolideportivo,2022-02-18T17:00:47.418Z,,,,,,7,7,5
10267,Particulas-CantoPinyo,2022-02-18T17:00:49.148Z,,,,,,7,7,4
10268,Particulas-GilAlbert,2022-02-18T17:00:47.53Z,,,,,,8,8,11
10269,Gases-ZonaNortePolideportivo,2022-02-18T17:02:15.73Z,27.20819,99.38412,0,19.703508,,,,
10270,Gases-ZonaNortePolideportivo,2022-02-18T17:02:15.572Z,27.20819,101.46467,0,7.816802,,,,
10271,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:02:31.350Z,,,,,410,,,
10272,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:04:33.540Z,,,,,411,,,
10273,Gases-GilAlbert,2022-02-18T17:06:18.148Z,79.72157,45.955315,0,105.896935,,,,
10274,Particulas-PaisValencia,2022-02-18T17:06:24.681Z,,,,,,5,4,4
10275,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:06:34.982Z,,,,,410,,,
10276,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:08:36.974Z,,,,,412,,,
10277,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:10:35.267Z,,,,,412,,,
10278,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:12:36.539Z,,,,,408,,,
10279,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:14:36.506Z,,,,,408,,,
10280,Particulas-GilAlbert,2022-02-18T17:15:46.415Z,,,,,,14,14,6
10281,Particulas-CantoPinyo,2022-02-18T17:15:48.432Z,,,,,,8,6,2
10282,Particulas-Oliver,2022-02-18T17:15:45.172Z,,,,,,14,11,7
10283,Particulas-ZonaNortePolideportivo,2022-02-18T17:15:48.848Z,,,,,,6,6,7
10284,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:16:39.702Z,,,,,409,,,
10285,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:18:38.789Z,,,,,410,,,
10286,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:20:38.643Z,,,,,412,,,
10287,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:22:38.951Z,,,,,410,,,
10288,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:24:43.355Z,,,,,410,,,
10289,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:26:42.738Z,,,,,409,,,
10290,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:28:43.817Z,,,,,410,,,
10291,Particulas-Oliver,2022-02-18T17:30:45.119Z,,,,,,12,9,4
10292,Particulas-ZonaNortePolideportivo,2022-02-18T17:30:47.828Z,,,,,,8,8,8
10293,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:30:50.287Z,,,,,407,,,
10294,Particulas-GilAlbert,2022-02-18T17:30:46.307Z,,,,,,9,8,8
10295,Particulas-CantoPinyo,2022-02-18T17:30:48.465Z,,,,,,4,4,4
10296,Gases-Oliver,2022-02-18T17:32:10.406Z,74.2573,29.855333,0,80.53751,,,,
10297,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:32:46.370Z,,,,,411,,,
10298,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:34:52.401Z,,,,,410,,,
10299,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:36:56.85Z,,,,,408,,,
10300,Gases-PaisValencia,2022-02-18T17:38:15.25Z,36.491283,110.64382,0,35.586815,,,,
10301,Gases-PaisValencia,2022-02-18T17:38:15.443Z,35.290733,86.366905,0,83.84838,,,,
10302,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:38:52.585Z,,,,,407,,,
10303,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:40:51.436Z,,,,,410,,,
10304,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:42:50.236Z,,,,,411,,,
10305,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:44:50.342Z,,,,,411,,,
10306,Particulas-Oliver,2022-02-18T17:45:45.214Z,,,,,,10,8,3
10307,Particulas-GilAlbert,2022-02-18T17:45:46.559Z,,,,,,13,12,6
10308,Particulas-ZonaNortePolideportivo,2022-02-18T17:45:47.273Z,,,,,,9,9,7
10309,Particulas-CantoPinyo,2022-02-18T17:45:47.659Z,,,,,,10,8,1
10310,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:47:01.377Z,,,,,412,,,
10311,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:48:58.8Z,,,,,413,,,
10312,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:50:58.434Z,,,,,411,,,
10313,Gases-CantoPinyo,2022-02-18T17:52:15.206Z,51.292118,52.509777,0,34.938778,,,,
10314,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:52:56.854Z,,,,,412,,,
10315,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:54:56.166Z,,,,,413,,,
10316,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:56:55.386Z,,,,,412,,,
10317,SondaCO2-ExteriorEduardoLatorre,2022-02-18T17:59:00.249Z,,,,,409,,,
10318,Particulas-Oliver,2022-02-18T18:00:45.27Z,,,,,,5,4,2
10319,Particulas-GilAlbert,2022-02-18T18:00:46.438Z,,,,,,9,8,8
10320,Particulas-CantoPinyo,2022-02-18T18:00:47.437Z,,,,,,3,3,5
10321,Particulas-ZonaNortePolideportivo,2022-02-18T18:00:47.871Z,,,,,,9,9,18
10322,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:01:02.499Z,,,,,406,,,
10323,Gases-ZonaNortePolideportivo,2022-02-18T18:02:15.991Z,23.552465,101.46467,0,7.816802,,,,
10324,Gases-ZonaNortePolideportivo,2022-02-18T18:02:16.444Z,31.043707,84.41316,0,68.090164,,,,
10325,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:03:02.616Z,,,,,410,,,
10326,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:05:03.944Z,,,,,411,,,
10327,Gases-GilAlbert,2022-02-18T18:06:16.411Z,114.02039,21.742453,0,100.49506,,,,
10328,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:07:03.558Z,,,,,410,,,
10329,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:09:08.793Z,,,,,409,,,
10330,Particulas-PaisValencia,2022-02-18T18:09:32.223Z,,,,,,10,8,4
10331,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:11:04.675Z,,,,,410,,,
10332,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:13:06.451Z,,,,,407,,,
10333,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:15:15.5Z,,,,,409,,,
10334,Particulas-Oliver,2022-02-18T18:15:45.192Z,,,,,,7,4,3
10335,Particulas-CantoPinyo,2022-02-18T18:15:47.542Z,,,,,,9,7,2
10336,Particulas-GilAlbert,2022-02-18T18:15:46.371Z,,,,,,12,10,6
10337,Particulas-ZonaNortePolideportivo,2022-02-18T18:15:47.152Z,,,,,,33,24,4
10338,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:17:07.214Z,,,,,409,,,
10339,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:19:14.360Z,,,,,408,,,
10340,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:21:07.939Z,,,,,407,,,
10341,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:23:11.876Z,,,,,409,,,
10342,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:25:14.800Z,,,,,411,,,
10343,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:27:15.711Z,,,,,412,,,
10344,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:29:21.372Z,,,,,411,,,
10345,Particulas-GilAlbert,2022-02-18T18:30:46.421Z,,,,,,10,9,10
10346,Particulas-Oliver,2022-02-18T18:30:45.148Z,,,,,,7,5,3
10347,Particulas-ZonaNortePolideportivo,2022-02-18T18:30:47.167Z,,,,,,8,7,9
10348,Particulas-CantoPinyo,2022-02-18T18:30:47.542Z,,,,,,3,3,9
10349,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:31:15.165Z,,,,,410,,,
10350,Gases-Oliver,2022-02-18T18:32:09.310Z,92.70632,15.574595,0,190.42603,,,,
10351,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:33:16.536Z,,,,,411,,,
10352,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:35:11.509Z,,,,,411,,,
10353,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:37:17.204Z,,,,,411,,,
10354,Gases-PaisValencia,2022-02-18T18:38:14.712Z,34.173935,80.04979,0,118.155525,,,,
10355,Gases-PaisValencia,2022-02-18T18:38:16.630Z,40.735107,49.845177,0,189.45105,,,,
10356,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:39:24.144Z,,,,,412,,,
10357,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:41:19.336Z,,,,,414,,,
10358,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:43:19.621Z,,,,,414,,,
10359,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:45:23.672Z,,,,,414,,,
10360,Particulas-Oliver,2022-02-18T18:45:44.962Z,,,,,,7,5,4
10361,Particulas-GilAlbert,2022-02-18T18:45:46.887Z,,,,,,14,13,7
10362,Particulas-CantoPinyo,2022-02-18T18:45:47.538Z,,,,,,19,14,18
10363,Particulas-ZonaNortePolideportivo,2022-02-18T18:45:47.912Z,,,,,,12,11,7
10364,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:47:23.304Z,,,,,416,,,
10365,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:49:27.657Z,,,,,415,,,
10366,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:51:22.281Z,,,,,417,,,
10367,Gases-CantoPinyo,2022-02-18T18:52:15.368Z,49.919975,32.228935,0,147.63905,,,,
10368,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:53:26.927Z,,,,,416,,,
10369,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:55:30.288Z,,,,,415,,,
10370,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:57:27.779Z,,,,,413,,,
10371,SondaCO2-ExteriorEduardoLatorre,2022-02-18T18:59:32.696Z,,,,,415,,,
10372,Particulas-Oliver,2022-02-18T19:00:47.428Z,,,,,,10,7,5
10373,Particulas-GilAlbert,2022-02-18T19:00:47.885Z,,,,,,10,10,5
10374,Particulas-ZonaNortePolideportivo,2022-02-18T19:00:48.531Z,,,,,,8,8,8
10375,Particulas-CantoPinyo,2022-02-18T19:00:48.846Z,,,,,,21,21,5
10376,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:01:32.490Z,,,,,416,,,
10377,Gases-ZonaNortePolideportivo,2022-02-18T19:02:15.641Z,35.71824,59.40437,6.28314,82.32406,,,,
10378,Gases-ZonaNortePolideportivo,2022-02-18T19:02:17.556Z,43.449203,42.582565,15.47627,84.068306,,,,
10379,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:03:32.964Z,,,,,418,,,
10380,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:05:28.758Z,,,,,421,,,
10381,Gases-GilAlbert,2022-02-18T19:06:17.367Z,118.655365,0,0,176.63078,,,,
10382,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:07:37.116Z,,,,,421,,,
10383,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:09:39.337Z,,,,,424,,,
10384,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:11:32.274Z,,,,,422,,,
10385,Particulas-PaisValencia,2022-02-18T19:12:38.259Z,,,,,,9,8,4
10386,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:13:31.205Z,,,,,422,,,
10387,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:15:37.517Z,,,,,423,,,
10388,Particulas-GilAlbert,2022-02-18T19:15:46.354Z,,,,,,8,7,8
10389,Particulas-Oliver,2022-02-18T19:15:45.169Z,,,,,,11,7,10
10390,Particulas-CantoPinyo,2022-02-18T19:15:47.759Z,,,,,,10,8,5
10391,Particulas-ZonaNortePolideportivo,2022-02-18T19:15:47.242Z,,,,,,10,10,9
10392,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:17:38.38Z,,,,,421,,,
10393,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:19:39.903Z,,,,,420,,,
10394,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:21:42.456Z,,,,,421,,,
10395,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:23:45.782Z,,,,,420,,,
10396,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:25:38.665Z,,,,,419,,,
10397,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:27:45.27Z,,,,,419,,,
10398,Particulas-Oliver,2022-02-18T19:30:45.104Z,,,,,,18,15,8
10399,Particulas-CantoPinyo,2022-02-18T19:30:47.605Z,,,,,,7,7,11
10400,Particulas-GilAlbert,2022-02-18T19:30:46.327Z,,,,,,12,11,9
10401,Particulas-ZonaNortePolideportivo,2022-02-18T19:30:47.165Z,,,,,,11,10,5
10402,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:30:48.332Z,,,,,418,,,
10403,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:31:40.60Z,,,,,422,,,
10404,Gases-Oliver,2022-02-18T19:32:09.7Z,56.26951,0,0,233.18301,,,,
10405,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:33:45.120Z,,,,,421,,,
10406,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:35:49.554Z,,,,,419,,,
10407,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:37:47.181Z,,,,,418,,,
10408,Gases-PaisValencia,2022-02-18T19:38:14.830Z,27.64068,44.693325,0,153.60017,,,,
10409,Gases-PaisValencia,2022-02-18T19:38:15.311Z,24.011099,71.943245,0,125.325714,,,,
10410,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:39:45.421Z,,,,,418,,,
10411,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:41:54.275Z,,,,,418,,,
10412,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:43:46.190Z,,,,,415,,,
10413,Particulas-Oliver,2022-02-18T19:45:45.12Z,,,,,,16,11,8
10414,Particulas-ZonaNortePolideportivo,2022-02-18T19:45:47.418Z,,,,,,5,5,9
10415,Particulas-CantoPinyo,2022-02-18T19:45:47.746Z,,,,,,21,19,6
10416,Particulas-GilAlbert,2022-02-18T19:45:47.44Z,,,,,,14,13,6
10417,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:45:49.222Z,,,,,415,,,
10418,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:47:49.206Z,,,,,416,,,
10419,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:49:49.618Z,,,,,418,,,
10420,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:51:54.426Z,,,,,420,,,
10421,Gases-CantoPinyo,2022-02-18T19:52:15.280Z,49.723957,13.411681,0,136.11961,,,,
10422,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:53:55.208Z,,,,,414,,,
10423,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:55:49.844Z,,,,,414,,,
10424,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:57:55.543Z,,,,,412,,,
10425,SondaCO2-ExteriorEduardoLatorre,2022-02-18T19:59:56.608Z,,,,,417,,,
10426,Particulas-Oliver,2022-02-18T20:00:44.970Z,,,,,,16,11,7
10427,Particulas-GilAlbert,2022-02-18T20:00:46.265Z,,,,,,10,9,4
10428,Particulas-ZonaNortePolideportivo,2022-02-18T20:00:46.838Z,,,,,,10,10,6
10429,Particulas-CantoPinyo,2022-02-18T20:00:47.457Z,,,,,,14,10,9
10430,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:02:00.732Z,,,,,416,,,
10431,Gases-ZonaNortePolideportivo,2022-02-18T20:02:15.469Z,49.71188,35.210407,40.75737,139.36734,,,,
10432,Gases-ZonaNortePolideportivo,2022-02-18T20:02:16.338Z,20.076527,27.682623,31.56424,110.296585,,,,
10433,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:03:52.320Z,,,,,418,,,
10434,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:05:59.466Z,,,,,416,,,
10435,Gases-GilAlbert,2022-02-18T20:06:16.252Z,93.6265,0,0,271.52014,,,,
10436,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:07:57.560Z,,,,,420,,,
10437,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:09:58.131Z,,,,,423,,,
10438,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:11:56.20Z,,,,,424,,,
10439,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:13:59.292Z,,,,,425,,,
10440,Particulas-GilAlbert,2022-02-18T20:15:46.522Z,,,,,,8,7,5
10441,Particulas-ZonaNortePolideportivo,2022-02-18T20:15:47.501Z,,,,,,8,7,12
10442,Particulas-Oliver,2022-02-18T20:15:45.55Z,,,,,,13,9,6
10443,Particulas-PaisValencia,2022-02-18T20:15:46.186Z,,,,,,9,7,6
10444,Particulas-CantoPinyo,2022-02-18T20:15:47.78Z,,,,,,19,15,4
10445,SondaCO2-ExteriorEduardoLatorre,2022-02-18T20:16:03.281Z,,,,,423,,,
